date, pm25, pm10, o3, no2, so2, co
2015/2/21, 53, , 23, 27, 1, 4
2015/2/22, 67, , 17, 25, 2, 5
2015/2/23, 62, , 23, 21, 1, 3
2015/2/24, 58, , 20, 25, 1, 3
2015/2/25, 53, , 23, 29, 2, 4
2015/2/26, 65, , 18, 23, 8, 3
2015/2/27, 46, , 13, 30, 1, 4
2015/2/28, 58, , 25, 24, , 3
2015/3/1, 59, , 24, 32, 2, 5
2015/3/2, 70, , 26, 21, 2, 3
2015/3/3, 66, , 23, 23, , 3
2015/3/4, 42, , 24, 23, , 4
2015/3/5, 45, , 22, 22, 1, 3
2015/3/6, 54, , 24, 21, , 2
2015/3/7, 44, , 29, 23, 2, 4
2015/3/8, 64, , 30, 26, 2, 4
2015/3/9, 71, , 31, 31, , 4
2015/3/10, 50, , 32, 31, 2, 5
2015/3/11, 62, , 30, 23, , 3
2015/3/12, 56, , 28, 15, , 2
2015/3/13, 35, , 26, 20, , 3
2015/3/14, 36, , 21, 24, , 4
2015/3/15, 42, , 26, 13, , 2
2015/3/16, 36, , 27, 26, 1, 4
2015/3/17, 40, , 27, 23, 1, 4
2015/3/18, 58, , 30, 11, , 2
2015/3/19, 34, , 29, 17, , 2
2015/3/20, 34, , 22, 28, 2, 4
2015/3/21, 44, , 23, 25, 1, 4
2015/3/22, 65, , 27, 8, , 2
2015/3/23, 34, , 23, 14, , 2
2015/3/24, 41, , 19, 22, , 3
2015/3/25, 53, , 28, 27, 2, 5
2015/3/26, 59, , 25, 22, , 4
2015/3/27, 59, , 20, 23, 2, 4
2015/3/28, 44, , 24, 14, 1, 2
2015/3/29, 34, , 27, 22, , 3
2015/3/30, 49, , 27, 18, , 3
2015/3/31, 32, , 33, 20, 1, 2
2014/10/1, 33, , 10, , , 
2014/10/2, 36, , 12, , , 
2014/10/3, 51, , , , , 
2014/10/6, 51, , 24, , , 
2014/10/7, 50, , 24, , , 
2014/10/8, 43, , 21, , , 
2014/10/9, 47, , 15, , , 
2014/10/10, 41, , , , , 
2014/10/14, 45, , 18, , , 
2014/10/15, 39, , 19, , , 
2014/10/16, 32, , 22, , , 
2014/10/17, 50, , , , , 
2014/10/20, 48, , 20, , , 
2014/10/21, 47, , 17, , , 
2014/10/22, 32, , 17, , , 
2014/10/23, 20, , 10, , , 
2014/10/24, 18, , 17, , , 
2014/10/25, 38, , 18, , , 
2014/10/27, 28, , 8, , , 
2014/10/28, 41, , 7, , , 
2014/10/29, 57, , 20, , , 
2014/10/30, 75, , 10, , , 
2014/10/31, 46, , 14, , , 
2014/11/1, 40, , 16, , , 
2014/11/2, 39, , 20, , , 
2014/11/3, 51, , 17, , , 
2014/11/4, 47, , 16, , , 
2014/11/5, 55, , 19, , , 
2014/11/6, 62, , 6, , , 
2014/11/7, 66, , 9, , , 
2014/11/8, 49, , 18, , , 
2014/11/9, 44, , 11, , , 
2014/11/10, 51, , 12, , , 
2014/11/11, 57, , 21, , , 
2014/11/12, 60, , 8, , , 
2014/11/13, 59, , 14, , , 
2014/11/14, 43, , 13, , , 
2014/11/15, 55, , 20, , , 
2014/11/16, 53, , 19, , , 
2014/11/17, 55, , 8, , , 
2014/11/18, 79, , 15, , , 
2014/11/19, 45, , 15, , , 
2014/11/20, 50, , 18, , , 
2014/11/21, 62, , 16, , , 
2014/11/22, 56, , 20, , , 
2014/11/23, 58, , 20, , , 
2014/11/24, 67, , 20, , , 
2014/11/25, 47, , 14, , , 
2014/11/26, 50, , 11, , , 
2014/11/27, 47, , 15, , , 
2014/11/28, 35, , 14, , , 
2014/11/29, 51, , 16, , , 
2014/11/30, 53, , 26, , , 
2014/12/1, 59, , 12, , , 
2014/12/2, 57, , 21, , , 
2014/12/3, 44, , 10, , , 
2014/12/4, 46, , 15, , , 
2014/12/5, 43, , 15, , , 
2014/12/6, 42, , , , , 
2014/12/8, 40, , 16, , , 
2014/12/9, 52, , 21, , , 
2014/12/10, 30, , 15, , , 
2014/12/11, 36, , 10, , , 
2014/12/12, 35, , 8, , , 
2014/12/13, 45, , 13, , , 
2014/12/14, 48, , 15, , , 
2014/12/15, 38, , 6, , , 
2014/12/16, 46, , 6, , , 
2014/12/17, 52, , 5, , , 
2014/12/18, 43, , 6, , , 
2014/12/19, 30, , 10, , , 
2014/12/20, 31, , 18, , , 
2014/12/21, 43, , 18, , , 
2014/12/22, 40, , 14, , , 
2014/12/23, 40, , 16, , , 
2014/12/24, 20, , 8, , , 
2014/12/25, 31, , 18, , , 
2014/12/26, 21, , 16, , , 
2014/12/27, 36, , 13, , , 
2014/12/28, 53, , 13, , , 
2014/12/29, 51, , , , , 
2014/7/1, 47, , 32, , , 
2014/7/2, 50, , 36, , , 
2014/7/3, 57, , 30, , , 
2014/7/4, 35, , 18, , , 
2014/7/5, 24, , 36, , , 
2014/7/6, 39, , 40, , , 
2014/7/7, 60, , 37, , , 
2014/7/8, 63, , 38, , , 
2014/7/9, 46, , 29, , , 
2014/7/10, 40, , 20, , , 
2014/7/11, 45, , 39, , , 
2014/7/12, 49, , 34, , , 
2014/7/13, 38, , 28, , , 
2014/7/14, 49, , 23, , , 
2014/7/15, 41, , 33, , , 
2014/7/16, 42, , 25, , , 
2014/7/17, 40, , 24, , , 
2014/7/18, 53, , 24, , , 
2014/7/19, 59, , 34, , , 
2014/7/20, 39, , 18, , , 
2014/7/21, 43, , 63, , , 
2014/7/22, 54, , 36, , , 
2014/7/23, 51, , 17, , , 
2014/7/24, 38, , 22, , , 
2014/7/25, 60, , 44, , , 
2014/7/26, 50, , 30, , , 
2014/7/27, 47, , 35, , , 
2014/7/28, 46, , 16, , , 
2014/7/29, 33, , 22, , , 
2014/7/30, 36, , 40, , , 
2014/7/31, 47, , 35, , , 
2014/8/1, 59, , 34, , , 
2014/8/2, 43, , 33, , , 
2014/8/3, 39, , 31, , , 
2014/8/4, 51, , 36, , , 
2014/8/5, 56, , 22, , , 
2014/8/6, 54, , 20, , , 
2014/8/7, 55, , 19, , , 
2014/8/8, 42, , 24, , , 
2014/8/9, 47, , 28, , , 
2014/8/10, 54, , 29, , , 
2014/8/11, 52, , 19, , , 
2014/8/12, 35, , 16, , , 
2014/8/13, 50, , 16, , , 
2014/8/14, 34, , 21, , , 
2014/8/15, 47, , 34, , , 
2014/8/16, 41, , , , , 
2014/8/18, 43, , 26, , , 
2014/8/19, 49, , 27, , , 
2014/8/20, 55, , 19, , , 
2014/8/21, 48, , 14, , , 
2014/8/22, 37, , 15, , , 
2014/8/23, 32, , 21, , , 
2014/8/24, 46, , 20, , , 
2014/8/25, 58, , 30, , , 
2014/8/26, 59, , 39, , , 
2014/8/27, 58, , 20, , , 
2014/8/28, 53, , 16, , , 
2014/8/29, 32, , 26, , , 
2014/8/30, 39, , 29, , , 
2014/8/31, 47, , 28, , , 
2014/9/1, 49, , 25, , , 
2014/9/2, 56, , 20, , , 
2014/9/3, 49, , 31, , , 
2014/9/4, 52, , 39, , , 
2014/9/5, 61, , 32, , , 
2014/9/6, 59, , 20, , , 
2014/9/7, 28, , 14, , , 
2014/9/8, 39, , 17, , , 
2014/9/9, 35, , 17, , , 
2014/9/10, 44, , 22, , , 
2014/9/11, 49, , 19, , , 
2014/9/12, 29, , , , , 
2014/9/15, 18, , 8, , , 
2014/9/16, 47, , 23, , , 
2014/9/17, 46, , 26, , , 
2014/9/18, 52, , 16, , , 
2014/9/19, 47, , , , , 
2014/9/22, 40, , 15, , , 
2014/9/23, 44, , 13, , , 
2014/9/24, 46, , 11, , , 
2014/9/25, 43, , 19, , , 
2014/9/26, 50, , , , , 
2014/9/29, 64, , 12, , , 
2014/9/30, 26, , 11, , , 
2014/4/1, 29, , 22, , , 
2014/4/2, 57, , 26, , , 
2014/4/3, 51, , 21, , , 
2014/4/4, 46, , 22, , , 
2014/4/5, 40, , 32, , , 
2014/4/6, 35, , 30, , , 
2014/4/7, 46, , 30, , , 
2014/4/8, 35, , 28, , , 
2014/4/9, 32, , 34, , , 
2014/4/10, 39, , 37, , , 
2014/4/11, 55, , 32, , , 
2014/4/12, 41, , 39, , , 
2014/4/13, 47, , 31, , , 
2014/4/14, 38, , 30, , , 
2014/4/15, 36, , 30, , , 
2014/4/16, 39, , 27, , , 
2014/4/17, 34, , 27, , , 
2014/4/18, 45, , 34, , , 
2014/4/19, 54, , 32, , , 
2014/4/20, 31, , 35, , , 
2014/4/21, 36, , 39, , , 
2014/4/22, 49, , 24, , , 
2014/4/23, 46, , 27, , , 
2014/4/24, 21, , 29, , , 
2014/4/25, 28, , 21, , , 
2014/4/26, 25, , 22, , , 
2014/4/27, 27, , 18, , , 
2014/4/28, 24, , 25, , , 
2014/4/29, 35, , 24, , , 
2014/4/30, 29, , 11, , , 
2014/5/1, 48, , 28, , , 
2014/5/2, 40, , 31, , , 
2014/5/3, 30, , 29, , , 
2014/5/4, 32, , 17, , , 
2014/5/5, 19, , 24, , , 
2014/5/6, 22, , 29, , , 
2014/5/7, 36, , 28, , , 
2014/5/8, 39, , 15, , , 
2014/5/9, 61, , , , , 
2014/5/12, 45, , 20, , , 
2014/5/13, 29, , 21, , , 
2014/5/14, 33, , 26, , , 
2014/5/15, 36, , 28, , , 
2014/5/16, 33, , 33, , , 
2014/5/17, 29, , 27, , , 
2014/5/18, 26, , 25, , , 
2014/5/19, 34, , 24, , , 
2014/5/20, 30, , 18, , , 
2014/5/21, 32, , 14, , , 
2014/5/22, 27, , 19, , , 
2014/5/23, 29, , 18, , , 
2014/5/24, 26, , 16, , , 
2014/5/25, 40, , 34, , , 
2014/5/26, 47, , 18, , , 
2014/5/27, 48, , 17, , , 
2014/5/28, 24, , 24, , , 
2014/5/29, 35, , 24, , , 
2014/5/30, 42, , 28, , , 
2014/5/31, 27, , 28, , , 
2014/6/1, 44, , 43, , , 
2014/6/2, 44, , 35, , , 
2014/6/3, 49, , 23, , , 
2014/6/4, 25, , 13, , , 
2014/6/5, 31, , 14, , , 
2014/6/6, 33, , 21, , , 
2014/6/7, 26, , 35, , , 
2014/6/8, 35, , 28, , , 
2014/6/9, 43, , 24, , , 
2014/6/10, 45, , 22, , , 
2014/6/11, 25, , 21, , , 
2014/6/12, 26, , 20, , , 
2014/6/13, 33, , 18, , , 
2014/6/14, 31, , 27, , , 
2014/6/15, 20, , 23, , , 
2014/6/16, 34, , 41, , , 
2014/6/17, 49, , 30, , , 
2014/6/18, 54, , 25, , , 
2014/6/19, 30, , 23, , , 
2014/6/20, 31, , 22, , , 
2014/6/21, 28, , 25, , , 
2014/6/22, 32, , 26, , , 
2014/6/23, 41, , 32, , , 
2014/6/24, 42, , 32, , , 
2014/6/25, 46, , 20, , , 
2014/6/26, 35, , 20, , , 
2014/6/27, 29, , 25, , , 
2014/6/28, 50, , 39, , , 
2014/6/29, 48, , 46, , , 
2014/6/30, 46, , 34, , , 
2014/1/2, 47, , 14, , , 
2014/1/3, 45, , 21, , , 
2014/1/4, 38, , 23, , , 
2014/1/5, 54, , 12, , , 
2014/1/6, 57, , 19, , , 
2014/1/7, 38, , 20, , , 
2014/1/8, 45, , 14, , , 
2014/1/9, 57, , 14, , , 
2014/1/10, 62, , 1, , , 
2014/1/11, 83, , 22, , , 
2014/1/12, 43, , 18, , , 
2014/1/13, 27, , 21, , , 
2014/1/14, 52, , 21, , , 
2014/1/15, 45, , 12, , , 
2014/1/16, 57, , 1, , , 
2014/1/17, 80, , 14, , , 
2014/1/18, 71, , 12, , , 
2014/1/19, 51, , 21, , , 
2014/1/20, 52, , , , , 
2014/1/22, 48, , 20, , , 
2014/1/23, 55, , 17, , , 
2014/1/24, 61, , 19, , , 
2014/1/25, 51, , 26, , , 
2014/1/26, 59, , 24, , , 
2014/1/27, 50, , 18, , , 
2014/1/28, 59, , 19, , , 
2014/1/29, 43, , 17, , , 
2014/1/30, 59, , 17, , , 
2014/1/31, 60, , 14, , , 
2014/2/1, 68, , 16, , , 
2014/2/2, 71, , 17, , , 
2014/2/3, 67, , 13, , , 
2014/2/4, 55, , 17, , , 
2014/2/5, 66, , 17, , , 
2014/2/6, 50, , 17, , , 
2014/2/7, 60, , 20, , , 
2014/2/8, 65, , 22, , , 
2014/2/9, 63, , 25, , , 
2014/2/10, 57, , 21, , , 
2014/2/11, 68, , 19, , , 
2014/2/12, 64, , 13, , , 
2014/2/13, 54, , 20, , , 
2014/2/14, 30, , 22, , , 
2014/2/15, 32, , 21, , , 
2014/2/16, 82, , 27, , , 
2014/2/17, 42, , 24, , , 
2014/2/18, 34, , 14, , , 
2014/2/19, 56, , 10, , , 
2014/2/20, 76, , 22, , , 
2014/2/21, 58, , 20, , , 
2014/2/22, 36, , , , , 
2014/2/25, 36, , 20, , , 
2014/2/26, 48, , 21, , , 
2014/2/27, 46, , 22, , , 
2014/2/28, 53, , 23, , , 
2014/3/1, 49, , 26, , , 
2014/3/2, 61, , 16, , , 
2014/3/3, 73, , 25, , , 
2014/3/4, 45, , 20, , , 
2014/3/5, 52, , 17, , , 
2014/3/6, 53, , 20, , , 
2014/3/7, 51, , 19, , , 
2014/3/8, 59, , 31, , , 
2014/3/9, 68, , 30, , , 
2014/3/10, 45, , 26, , , 
2014/3/11, 56, , 27, , , 
2014/3/12, 70, , 10, , , 
2014/3/13, 96, , 21, , , 
2014/3/14, 34, , 23, , , 
2014/3/15, 45, , 29, , , 
2014/3/16, 51, , 26, , , 
2014/3/17, 25, , 20, , , 
2014/3/18, 36, , 27, , , 
2014/3/19, 36, , 27, , , 
2014/3/20, 52, , 24, , , 
2014/3/21, 51, , 25, , , 
2014/3/22, 37, , 31, , , 
2014/3/23, 47, , 27, , , 
2014/3/24, 39, , 24, , , 
2014/3/25, 33, , 26, , , 
2014/3/26, 48, , 30, , , 
2014/3/27, 45, , 24, , , 
2014/3/28, 38, , 32, , , 
2014/3/29, 50, , 25, , , 
2014/3/30, 15, , 23, , , 
2014/3/31, 30, , 29, , , 
2020/7/23, , , 26, 11, 1, 1
2020/3/31, , , 27, 10, 1, 1
2020/1/1, , , 19, 6, , 1
2019/1/1, , , 22, 6, 1, 1
2019/1/28, , , 22, 15, 1, 2
2017/9/8, , , 10, 13, 1, 3
2016/1/3, , , 10, 20, 1, 4
2015/5/25, , , 40, 14, , 2
2015/1/1, , , 19, , , 
2014/10/5, , , 20, , , 
2014/10/13, , , 21, , , 
2014/10/19, , , 19, , , 
2014/12/7, , , 21, , , 
2014/8/17, , , 20, , , 
2014/9/14, , , 13, , , 
2014/9/21, , , 17, , , 
2014/9/28, , , 14, , , 
2014/5/11, , , 44, , , 
2014/1/1, , , 23, , , 
2014/1/21, , , 20, , , 
2014/2/24, , , 24, , , 
